avg_distance_km,bag_size_kg,bags_available,bags_ordered,batch_id,buyer_type,capacity_per_day,contact,created_at,facilities_count,facility_id,facility_name,farmer_id,farmer_name,farmers_count,fruit_type,inventory_id,last_update_at,order_at,order_id,order_status,price_per_bag,price_per_kg,product_id,qty_kg,region_id,region_name,released_at,source_inventory_id,start_at,status,surplus_kg,table_type
,,,,,,,,2025-10-19,,,,F008,,,Blueberry,I0207,,,,,,19.25,,,,,,,,,291,inventory
,,,,,,,,2025-10-19,,,,F023,,,Apple,I0208,,,,,,4.07,,,,,,,,,196,inventory
,,,,,,,,2025-10-19,,,,F023,,,Cherry,I0209,,,,,,17.88,,,,,,,,,172,inventory
,,,,,,,,2025-10-19,,,,F028,,,Apple,I0210,,,,,,5.38,,,,,,,,,114,inventory
,,,,,,,,2025-10-19,,,,F021,,,Apple,I0211,,,,,,4.48,,,,,,,,,152,inventory
,,,,,,,,2025-10-19,,,,F021,,,Cherry,I0212,,,,,,18.26,,,,,,,,,197,inventory
,,,,,,,,2025-10-19,,,,F030,,,Strawberry,I0213,,,,,,10.62,,,,,,,,,88,inventory
,,,,,,,,2025-10-19,,,,F015,,,Apple,I0214,,,,,,4.62,,,,,,,,,80,inventory
,,,,,,,,2025-10-19,,,,F015,,,Strawberry,I0215,,,,,,10.21,,,,,,,,,156,inventory
,,,,,,,,2025-10-19,,,,F001,,,Strawberry,I0216,,,,,,10.82,,,,,,,,,165,inventory
,,,,,,,,2025-10-19,,,,F001,,,Mango,I0217,,,,,,15.72,,,,,,,,,126,inventory
,,,,,,,,2025-10-19,,,,F001,,,Orange,I0218,,,,,,4.61,,,,,,,,,159,inventory
,,,,,,,,2025-10-19,,,,F003,,,Apple,I0219,,,,,,5.03,,,,,,,,,292,inventory
,,,,,,,,2025-10-19,,,,F003,,,Mango,I0220,,,,,,14.42,,,,,,,,,210,inventory
,,,,,,,,2025-10-19,,,,F003,,,Cherry,I0221,,,,,,17.16,,,,,,,,,219,inventory
,,,,,,,,2025-10-19,,,,F010,,,Strawberry,I0222,,,,,,9.15,,,,,,,,,191,inventory
,,,,,,,,2025-10-19,,,,F026,,,Orange,I0223,,,,,,5.38,,,,,,,,,165,inventory
,,,,,,,,2025-10-19,,,,F007,,,Blueberry,I0224,,,,,,19.58,,,,,,,,,109,inventory
,,,,,,,,2025-10-19,,,,F007,,,Apple,I0225,,,,,,4.91,,,,,,,,,122,inventory
,,,,,,,,2025-10-19,,,,F012,,,Apple,I0226,,,,,,5.35,,,,,,,,,109,inventory
,,,,,,,,2025-10-19,,,,F012,,,Grape,I0227,,,,,,12.58,,,,,,,,,251,inventory
,,,,,,,,2025-10-19,,,,F004,,,Grape,I0228,,,,,,12.09,,,,,,,,,79,inventory
,,,,,,,,2025-10-19,,,,F004,,,Strawberry,I0229,,,,,,9.3,,,,,,,,,215,inventory
,,,,,,,,2025-10-19,,,,F004,,,Orange,I0230,,,,,,5.65,,,,,,,,,118,inventory
,,,,,,,,2025-10-19,,,,F005,,,Apple,I0231,,,,,,5.09,,,,,,,,,92,inventory
,,,,,,,,2025-10-19,,,,F011,,,Grape,I0232,,,,,,11.25,,,,,,,,,162,inventory
,,,,,,,,2025-10-19,,,,F011,,,Mango,I0233,,,,,,14.61,,,,,,,,,226,inventory
,,,,,,,,2025-10-19,,,,F011,,,Blueberry,I0234,,,,,,20.89,,,,,,,,,153,inventory
,,,,,,,,2025-10-19,,,,F017,,,Mango,I0235,,,,,,15.2,,,,,,,,,70,inventory
,,,,,,,,2025-10-19,,,,F017,,,Orange,I0236,,,,,,4.86,,,,,,,,,277,inventory
,,,,,,,,2025-10-19,,,,F017,,,Grape,I0237,,,,,,12.21,,,,,,,,,132,inventory
,,,,,,,,2025-10-19,,,,F006,,,Apple,I0238,,,,,,5.42,,,,,,,,,108,inventory
,,,,,,,,2025-10-19,,,,F022,,,Mango,I0239,,,,,,14.08,,,,,,,,,197,inventory
,,,,,,,,2025-10-19,,,,F022,,,Apple,I0240,,,,,,3.85,,,,,,,,,243,inventory
,,,,,,,,2025-10-19,,,,F022,,,Blueberry,I0241,,,,,,20.3,,,,,,,,,182,inventory
,,,,,,,,2025-10-20,,,,F006,,,Blueberry,I0242,,,,,,20.94,,,,,,,,,79,inventory
,,,,,,,,2025-10-20,,,,F006,,,Cherry,I0243,,,,,,18.73,,,,,,,,,153,inventory
,,,,,,,,2025-10-20,,,,F019,,,Grape,I0244,,,,,,12.09,,,,,,,,,272,inventory
,,,,,,,,2025-10-20,,,,F014,,,Apple,I0245,,,,,,4.22,,,,,,,,,182,inventory
,,,,,,,,2025-10-20,,,,F014,,,Strawberry,I0246,,,,,,10.0,,,,,,,,,243,inventory
,,,,,,,,2025-10-20,,,,F021,,,Cherry,I0247,,,,,,17.53,,,,,,,,,102,inventory
,,,,,,,,2025-10-20,,,,F021,,,Apple,I0248,,,,,,5.36,,,,,,,,,83,inventory
,,,,,,,,2025-10-20,,,,F016,,,Grape,I0249,,,,,,11.06,,,,,,,,,81,inventory
,,,,,,,,2025-10-20,,,,F016,,,Orange,I0250,,,,,,5.22,,,,,,,,,211,inventory
,,,,,,,,2025-10-20,,,,F003,,,Grape,I0251,,,,,,11.62,,,,,,,,,90,inventory
,,,,,,,,2025-10-20,,,,F026,,,Mango,I0252,,,,,,14.19,,,,,,,,,154,inventory
,,,,,,,,2025-10-20,,,,F012,,,Orange,I0253,,,,,,4.23,,,,,,,,,292,inventory
,,,,,,,,2025-10-20,,,,F028,,,Orange,I0254,,,,,,5.43,,,,,,,,,288,inventory
,,,,,,,,2025-10-20,,,,F011,,,Grape,I0255,,,,,,11.96,,,,,,,,,263,inventory
,,,,,,,,2025-10-20,,,,F011,,,Blueberry,I0256,,,,,,19.49,,,,,,,,,170,inventory
,,,,,,,,2025-10-20,,,,F011,,,Orange,I0257,,,,,,4.29,,,,,,,,,191,inventory
,,,,,,,,2025-10-20,,,,F027,,,Mango,I0258,,,,,,15.49,,,,,,,,,180,inventory
,,,,,,,,2025-10-20,,,,F004,,,Cherry,I0259,,,,,,17.55,,,,,,,,,67,inventory
,,,,,,,,2025-10-20,,,,F030,,,Blueberry,I0260,,,,,,20.64,,,,,,,,,118,inventory
,,,,,,,,2025-10-20,,,,F030,,,Mango,I0261,,,,,,15.45,,,,,,,,,122,inventory
,,,,,,,,2025-10-20,,,,F020,,,Mango,I0262,,,,,,14.3,,,,,,,,,271,inventory
,,,,,,,,2025-10-20,,,,F020,,,Grape,I0263,,,,,,11.97,,,,,,,,,187,inventory
,,,,,,,,2025-10-20,,,,F020,,,Orange,I0264,,,,,,5.1,,,,,,,,,135,inventory
,,,,,,,,2025-10-20,,,,F022,,,Orange,I0265,,,,,,4.38,,,,,,,,,272,inventory
,,,,,,,,2025-10-20,,,,F022,,,Cherry,I0266,,,,,,17.48,,,,,,,,,228,inventory
,,,,,,,,2025-10-20,,,,F022,,,Blueberry,I0267,,,,,,19.47,,,,,,,,,148,inventory
,,,,,,,,2025-10-20,,,,F023,,,Apple,I0268,,,,,,4.45,,,,,,,,,240,inventory
,,,,,,,,2025-10-20,,,,F023,,,Blueberry,I0269,,,,,,20.62,,,,,,,,,283,inventory
,,,,,,,,2025-10-20,,,,F008,,,Grape,I0270,,,,,,11.99,,,,,,,,,88,inventory
,,,,,,,,2025-10-20,,,,F008,,,Cherry,I0271,,,,,,17.25,,,,,,,,,59,inventory
,,,,,,,,2025-10-20,,,,F005,,,Blueberry,I0272,,,,,,20.05,,,,,,,,,75,inventory
,,,,,,,,2025-10-20,,,,F005,,,Apple,I0273,,,,,,3.53,,,,,,,,,166,inventory
,,,,,,,,2025-10-20,,,,F005,,,Orange,I0274,,,,,,4.82,,,,,,,,,86,inventory
,,,,,,,,2025-10-20,,,,F017,,,Strawberry,I0275,,,,,,10.94,,,,,,,,,250,inventory
,,,,,,,,2025-10-20,,,,F017,,,Apple,I0276,,,,,,4.75,,,,,,,,,136,inventory
,,,,,,,,2025-10-20,,,,F017,,,Orange,I0277,,,,,,5.3,,,,,,,,,151,inventory
,,,,,,,,2025-10-20,,,,F007,,,Cherry,I0278,,,,,,18.07,,,,,,,,,269,inventory
,,,,,,,,2025-10-20,,,,F007,,,Grape,I0279,,,,,,11.63,,,,,,,,,294,inventory
,,,,,,,,2025-10-20,,,,F009,,,Cherry,I0280,,,,,,18.23,,,,,,,,,59,inventory
,,,,,,,,2025-10-20,,,,F009,,,Orange,I0281,,,,,,5.26,,,,,,,,,110,inventory
,,,,,,,,2025-10-20,,,,F009,,,Mango,I0282,,,,,,14.57,,,,,,,,,285,inventory
,,,,,,,,2025-10-20,,,,F001,,,Grape,I0283,,,,,,11.87,,,,,,,,,73,inventory
,,,,,,,,2025-10-20,,,,F024,,,Cherry,I0284,,,,,,18.41,,,,,,,,,212,inventory
,,,,,,,,2025-10-20,,,,F010,,,Orange,I0285,,,,,,5.39,,,,,,,,,92,inventory
,,,,,,,,2025-10-21,,,,F002,,,Orange,I0286,,,,,,5.17,,,,,,,,,283,inventory
,,,,,,,,2025-10-21,,,,F011,,,Orange,I0287,,,,,,4.51,,,,,,,,,213,inventory
,,,,,,,,2025-10-21,,,,F026,,,Grape,I0288,,,,,,12.61,,,,,,,,,280,inventory
,,,,,,,,2025-10-21,,,,F026,,,Apple,I0289,,,,,,4.08,,,,,,,,,280,inventory
,,,,,,,,2025-10-21,,,,F030,,,Strawberry,I0290,,,,,,9.69,,,,,,,,,291,inventory
,,,,,,,,2025-10-21,,,,F030,,,Apple,I0291,,,,,,4.1,,,,,,,,,200,inventory
,,,,,,,,2025-10-21,,,,F030,,,Orange,I0292,,,,,,4.85,,,,,,,,,296,inventory
,,,,,,,,2025-10-21,,,,F010,,,Orange,I0293,,,,,,6.0,,,,,,,,,100,inventory
,,,,,,,,2025-10-21,,,,F010,,,Blueberry,I0294,,,,,,19.97,,,,,,,,,268,inventory
,,,,,,,,2025-10-21,,,,F012,,,Orange,I0295,,,,,,4.72,,,,,,,,,196,inventory
,,,,,,,,2025-10-21,,,,F025,,,Grape,I0296,,,,,,12.96,,,,,,,,,55,inventory
,,,,,,,,2025-10-21,,,,F025,,,Blueberry,I0297,,,,,,19.79,,,,,,,,,218,inventory
,,,,,,,,2025-10-21,,,,F014,,,Mango,I0298,,,,,,15.37,,,,,,,,,271,inventory
,,,,,,,,2025-10-21,,,,F005,,,Apple,I0299,,,,,,5.31,,,,,,,,,263,inventory
,,,,,,,,2025-10-21,,,,F005,,,Mango,I0300,,,,,,15.55,,,,,,,,,123,inventory
,,,,,,,,2025-10-21,,,,F005,,,Orange,I0301,,,,,,5.21,,,,,,,,,108,inventory
,,,,,,,,2025-10-21,,,,F008,,,Strawberry,I0302,,,,,,10.24,,,,,,,,,98,inventory
,,,,,,,,2025-10-21,,,,F008,,,Grape,I0303,,,,,,12.51,,,,,,,,,223,inventory
,,,,,,,,2025-10-21,,,,F017,,,Grape,I0304,,,,,,12.25,,,,,,,,,281,inventory
,,,,,,,,2025-10-21,,,,F017,,,Strawberry,I0305,,,,,,9.62,,,,,,,,,60,inventory
,,,,,,,,2025-10-21,,,,F017,,,Apple,I0306,,,,,,3.57,,,,,,,,,162,inventory
,,,,,,,,2025-10-21,,,,F023,,,Grape,I0307,,,,,,12.82,,,,,,,,,73,inventory
,,,,,,,,2025-10-21,,,,F023,,,Strawberry,I0308,,,,,,10.49,,,,,,,,,133,inventory
,,,,,,,,2025-10-21,,,,F006,,,Strawberry,I0309,,,,,,10.57,,,,,,,,,83,inventory
,,,,,,,,2025-10-21,,,,F018,,,Mango,I0310,,,,,,14.55,,,,,,,,,283,inventory
,,,,,,,,2025-10-21,,,,F018,,,Cherry,I0311,,,,,,17.51,,,,,,,,,92,inventory
,,,,,,,,2025-10-21,,,,F020,,,Cherry,I0312,,,,,,18.74,,,,,,,,,241,inventory
,,,,,,,,2025-10-21,,,,F020,,,Blueberry,I0313,,,,,,19.23,,,,,,,,,255,inventory
,,,,,,,,2025-10-21,,,,F027,,,Strawberry,I0314,,,,,,10.93,,,,,,,,,243,inventory
,,,,,,,,2025-10-21,,,,F028,,,Grape,I0315,,,,,,12.69,,,,,,,,,297,inventory
,,,,,,,,2025-10-21,,,,F028,,,Cherry,I0316,,,,,,17.73,,,,,,,,,192,inventory
,,,,,,,,2025-10-21,,,,F028,,,Orange,I0317,,,,,,4.79,,,,,,,,,252,inventory
,,,,,,,,2025-10-21,,,,F007,,,Mango,I0318,,,,,,14.74,,,,,,,,,166,inventory
,,,,,,,,2025-10-21,,,,F007,,,Apple,I0319,,,,,,4.84,,,,,,,,,241,inventory
,,,,,,,,2025-10-21,,,,F019,,,Orange,I0320,,,,,,5.35,,,,,,,,,77,inventory
,,,,,,,,2025-10-21,,,,F019,,,Grape,I0321,,,,,,11.05,,,,,,,,,170,inventory
,,,,,,,,2025-10-21,,,,F019,,,Blueberry,I0322,,,,,,20.89,,,,,,,,,276,inventory
,,,,,,,,2025-10-21,,,,F029,,,Mango,I0323,,,,,,14.13,,,,,,,,,215,inventory
,,,,,,,,2025-10-21,,,,F029,,,Strawberry,I0324,,,,,,9.93,,,,,,,,,260,inventory
,,,,,,,,2025-10-22,,,,F021,,,Cherry,I0325,,,,,,18.23,,,,,,,,,175,inventory
,,,,,,,,2025-10-22,,,,F014,,,Apple,I0326,,,,,,3.93,,,,,,,,,144,inventory
,,,,,,,,2025-10-22,,,,F014,,,Grape,I0327,,,,,,12.9,,,,,,,,,163,inventory
,,,,,,,,2025-10-22,,,,F004,,,Apple,I0328,,,,,,4.59,,,,,,,,,144,inventory
,,,,,,,,2025-10-22,,,,F004,,,Grape,I0329,,,,,,12.29,,,,,,,,,300,inventory
,,,,,,,,2025-10-22,,,,F005,,,Orange,I0330,,,,,,4.38,,,,,,,,,120,inventory
,,,,,,,,2025-10-22,,,,F002,,,Cherry,I0331,,,,,,17.91,,,,,,,,,260,inventory
,,,,,,,,2025-10-22,,,,F026,,,Strawberry,I0332,,,,,,9.04,,,,,,,,,298,inventory
,,,,,,,,2025-10-22,,,,F026,,,Grape,I0333,,,,,,11.67,,,,,,,,,251,inventory
,,,,,,,,2025-10-22,,,,F026,,,Mango,I0334,,,,,,15.57,,,,,,,,,82,inventory
,,,,,,,,2025-10-22,,,,F010,,,Apple,I0335,,,,,,5.03,,,,,,,,,262,inventory
,,,,,,,,2025-10-22,,,,F016,,,Mango,I0336,,,,,,15.63,,,,,,,,,105,inventory
,,,,,,,,2025-10-22,,,,F028,,,Blueberry,I0337,,,,,,19.3,,,,,,,,,248,inventory
,,,,,,,,2025-10-22,,,,F022,,,Apple,I0338,,,,,,4.58,,,,,,,,,83,inventory
,,,,,,,,2025-10-22,,,,F022,,,Blueberry,I0339,,,,,,19.35,,,,,,,,,254,inventory
,,,,,,,,2025-10-22,,,,F022,,,Strawberry,I0340,,,,,,10.73,,,,,,,,,219,inventory
,,,,,,,,2025-10-22,,,,F008,,,Apple,I0341,,,,,,5.08,,,,,,,,,141,inventory
,,,,,,,,2025-10-22,,,,F018,,,Mango,I0342,,,,,,14.03,,,,,,,,,132,inventory
,,,,,,,,2025-10-22,,,,F027,,,Apple,I0343,,,,,,4.34,,,,,,,,,239,inventory
,,,,,,,,2025-10-22,,,,F027,,,Strawberry,I0344,,,,,,10.49,,,,,,,,,79,inventory
,,,,,,,,2025-10-22,,,,F013,,,Orange,I0345,,,,,,5.19,,,,,,,,,181,inventory
,,,,,,,,2025-10-22,,,,F013,,,Blueberry,I0346,,,,,,20.01,,,,,,,,,165,inventory
,,,,,,,,2025-10-22,,,,F015,,,Apple,I0347,,,,,,4.42,,,,,,,,,127,inventory
,,,,,,,,2025-10-22,,,,F015,,,Grape,I0348,,,,,,11.06,,,,,,,,,296,inventory
,,,,,,,,2025-10-22,,,,F015,,,Mango,I0349,,,,,,15.69,,,,,,,,,172,inventory
,,,,,,,,2025-10-22,,,,F006,,,Grape,I0350,,,,,,12.42,,,,,,,,,175,inventory
,,,,,,,,2025-10-22,,,,F006,,,Apple,I0351,,,,,,3.65,,,,,,,,,163,inventory
,,,,,,,,2025-10-22,,,,F011,,,Blueberry,I0352,,,,,,19.3,,,,,,,,,205,inventory
,,,,,,,,2025-10-22,,,,F012,,,Blueberry,I0353,,,,,,20.27,,,,,,,,,209,inventory
,,,,,,,,2025-10-22,,,,F017,,,Grape,I0354,,,,,,12.06,,,,,,,,,202,inventory
,,,,,,,,2025-10-22,,,,F017,,,Blueberry,I0355,,,,,,20.01,,,,,,,,,166,inventory
,,,,,,,,2025-10-22,,,,F017,,,Orange,I0356,,,,,,4.2,,,,,,,,,160,inventory
,,,,,,,,2025-10-22,,,,F009,,,Apple,I0357,,,,,,5.23,,,,,,,,,234,inventory
,,,,,,,,2025-10-22,,,,F009,,,Grape,I0358,,,,,,11.9,,,,,,,,,160,inventory
,,,,,,,,2025-10-22,,,,F009,,,Mango,I0359,,,,,,14.83,,,,,,,,,108,inventory
,,,,,,,,2025-10-22,,,,F007,,,Orange,I0360,,,,,,4.19,,,,,,,,,236,inventory
,,,,,,,,2025-10-22,,,,F007,,,Cherry,I0361,,,,,,17.63,,,,,,,,,159,inventory
,,,,,,,,2025-10-22,,,,F003,,,Blueberry,I0362,,,,,,20.85,,,,,,,,,225,inventory
,,,,,,,,2025-10-22,,,,F003,,,Strawberry,I0363,,,,,,9.18,,,,,,,,,67,inventory
,,,,,,,,2025-10-22,,,,F024,,,Apple,I0364,,,,,,3.69,,,,,,,,,160,inventory
,,,,,,,,2025-10-22,,,,F023,,,Blueberry,I0365,,,,,,20.17,,,,,,,,,65,inventory
,,,,,,,,2025-10-22,,,,F023,,,Strawberry,I0366,,,,,,10.12,,,,,,,,,193,inventory
,,,,,,,,2025-10-22,,,,F023,,,Mango,I0367,,,,,,14.24,,,,,,,,,221,inventory
,,,,,,,,2025-10-23,,,,F028,,,Strawberry,I0368,,,,,,10.53,,,,,,,,,299,inventory
,,,,,,,,2025-10-23,,,,F028,,,Orange,I0369,,,,,,5.23,,,,,,,,,209,inventory
,,,,,,,,2025-10-23,,,,F028,,,Mango,I0370,,,,,,15.11,,,,,,,,,214,inventory
,,,,,,,,2025-10-23,,,,F022,,,Grape,I0371,,,,,,11.36,,,,,,,,,57,inventory
,,,,,,,,2025-10-23,,,,F022,,,Cherry,I0372,,,,,,18.52,,,,,,,,,229,inventory
,,,,,,,,2025-10-23,,,,F022,,,Blueberry,I0373,,,,,,19.68,,,,,,,,,285,inventory
,,,,,,,,2025-10-23,,,,F025,,,Strawberry,I0374,,,,,,9.29,,,,,,,,,272,inventory
,,,,,,,,2025-10-23,,,,F014,,,Orange,I0375,,,,,,5.27,,,,,,,,,239,inventory
,,,,,,,,2025-10-23,,,,F014,,,Apple,I0376,,,,,,3.68,,,,,,,,,57,inventory
,,,,,,,,2025-10-23,,,,F014,,,Strawberry,I0377,,,,,,9.43,,,,,,,,,185,inventory
,,,,,,,,2025-10-23,,,,F024,,,Orange,I0378,,,,,,4.74,,,,,,,,,90,inventory
,,,,,,,,2025-10-23,,,,F024,,,Blueberry,I0379,,,,,,19.65,,,,,,,,,234,inventory
,,,,,,,,2025-10-23,,,,F002,,,Mango,I0380,,,,,,14.31,,,,,,,,,89,inventory
,,,,,,,,2025-10-23,,,,F002,,,Apple,I0381,,,,,,3.6,,,,,,,,,208,inventory
,,,,,,,,2025-10-23,,,,F002,,,Grape,I0382,,,,,,11.54,,,,,,,,,70,inventory
,,,,,,,,2025-10-23,,,,F010,,,Orange,I0383,,,,,,4.83,,,,,,,,,163,inventory
,,,,,,,,2025-10-23,,,,F010,,,Cherry,I0384,,,,,,18.51,,,,,,,,,105,inventory
,,,,,,,,2025-10-23,,,,F010,,,Mango,I0385,,,,,,14.69,,,,,,,,,79,inventory
,,,,,,,,2025-10-23,,,,F020,,,Blueberry,I0386,,,,,,20.36,,,,,,,,,223,inventory
,,,,,,,,2025-10-23,,,,F026,,,Mango,I0387,,,,,,14.09,,,,,,,,,128,inventory
,,,,,,,,2025-10-23,,,,F026,,,Grape,I0388,,,,,,12.97,,,,,,,,,151,inventory
,,,,,,,,2025-10-23,,,,F012,,,Apple,I0389,,,,,,4.1,,,,,,,,,102,inventory
,,,,,,,,2025-10-23,,,,F004,,,Cherry,I0390,,,,,,18.53,,,,,,,,,85,inventory
,,,,,,,,2025-10-23,,,,F019,,,Blueberry,I0391,,,,,,19.99,,,,,,,,,51,inventory
,,,,,,,,2025-10-23,,,,F019,,,Apple,I0392,,,,,,3.85,,,,,,,,,160,inventory
,,,,,,,,2025-10-23,,,,F017,,,Mango,I0393,,,,,,15.0,,,,,,,,,108,inventory
,,,,,,,,2025-10-23,,,,F017,,,Grape,I0394,,,,,,12.34,,,,,,,,,263,inventory
,,,,,,,,2025-10-23,,,,F007,,,Apple,I0395,,,,,,4.98,,,,,,,,,270,inventory
,,,,,,,,2025-10-23,,,,F007,,,Orange,I0396,,,,,,4.04,,,,,,,,,161,inventory
,,,,,,,,2025-10-23,,,,F005,,,Cherry,I0397,,,,,,18.15,,,,,,,,,130,inventory
,,,,,,,,2025-10-23,,,,F011,,,Orange,I0398,,,,,,4.23,,,,,,,,,124,inventory
,,,,,,,,2025-10-23,,,,F011,,,Grape,I0399,,,,,,12.93,,,,,,,,,55,inventory
,,,,,,,,2025-10-23,,,,F011,,,Cherry,I0400,,,,,,18.6,,,,,,,,,93,inventory
,,,,,,,,2025-10-23,,,,F008,,,Orange,I0401,,,,,,4.87,,,,,,,,,72,inventory
,,,,,,,,2025-10-23,,,,F008,,,Grape,I0402,,,,,,11.49,,,,,,,,,77,inventory
,,,,,,,,2025-10-23,,,,F008,,,Blueberry,I0403,,,,,,19.8,,,,,,,,,200,inventory
,,,,,,,,2025-10-23,,,,F023,,,Orange,I0404,,,,,,4.62,,,,,,,,,272,inventory
,,,,,,,,2025-10-23,,,,F030,,,Strawberry,I0405,,,,,,9.34,,,,,,,,,249,inventory
,,,,,,,,2025-10-23,,,,F030,,,Blueberry,I0406,,,,,,20.27,,,,,,,,,180,inventory
,,,,,,,,2025-10-23,,,,F006,,,Mango,I0407,,,,,,15.45,,,,,,,,,139,inventory
,,,,,,,,2025-10-23,,,,F006,,,Strawberry,I0408,,,,,,10.29,,,,,,,,,259,inventory
,,,,,,,,2025-10-23,,,,F006,,,Blueberry,I0409,,,,,,19.47,,,,,,,,,87,inventory
,,,,,,,,2025-10-23,,,,F009,,,Blueberry,I0410,,,,,,19.35,,,,,,,,,100,inventory
,,,,,,,,2025-10-23,,,,F015,,,Cherry,I0411,,,,,,18.31,,,,,,,,,244,inventory
,,,,,,,,2025-10-23,,,,F021,,,Cherry,I0412,,,,,,17.99,,,,,,,,,210,inventory
,,,,,,,,2025-10-23,,,,F018,,,Cherry,I0413,,,,,,18.85,,,,,,,,,224,inventory
,,,,,,,,2025-10-23,,,,F018,,,Mango,I0414,,,,,,15.29,,,,,,,,,194,inventory
,,,,,,,,2025-10-23,,,,F018,,,Orange,I0415,,,,,,4.65,,,,,,,,,209,inventory
,,,,,,,,2025-10-23,,,,F003,,,Blueberry,I0416,,,,,,19.94,,,,,,,,,67,inventory
,,,,,,,,2025-10-23,,,,F003,,,Strawberry,I0417,,,,,,9.61,,,,,,,,,211,inventory
,,,,,,,,2025-10-23,,,,F003,,,Orange,I0418,,,,,,5.18,,,,,,,,,120,inventory
,,,,,,,,2025-10-24,,,,F017,,,Cherry,I0419,,,,,,18.67,,,,,,,,,280,inventory
,,,,,,,,2025-10-24,,,,F003,,,Apple,I0420,,,,,,4.0,,,,,,,,,60,inventory
,,,,,,,,2025-10-24,,,,F003,,,Mango,I0421,,,,,,15.98,,,,,,,,,162,inventory
,,,,,,,,2025-10-24,,,,F003,,,Strawberry,I0422,,,,,,10.05,,,,,,,,,184,inventory
,,,,,,,,2025-10-24,,,,F010,,,Blueberry,I0423,,,,,,20.84,,,,,,,,,145,inventory
,,,,,,,,2025-10-24,,,,F015,,,Orange,I0424,,,,,,5.2,,,,,,,,,223,inventory
,,,,,,,,2025-10-24,,,,F015,,,Blueberry,I0425,,,,,,20.26,,,,,,,,,252,inventory
,,,,,,,,2025-10-24,,,,F027,,,Apple,I0426,,,,,,4.62,,,,,,,,,74,inventory
,,,,,,,,2025-10-24,,,,F027,,,Blueberry,I0427,,,,,,19.57,,,,,,,,,148,inventory
,,,,,,,,2025-10-24,,,,F002,,,Cherry,I0428,,,,,,17.3,,,,,,,,,273,inventory
,,,,,,,,2025-10-24,,,,F002,,,Grape,I0429,,,,,,12.17,,,,,,,,,70,inventory
,,,,,,,,2025-10-24,,,,F002,,,Mango,I0430,,,,,,15.83,,,,,,,,,86,inventory
,,,,,,,,2025-10-24,,,,F025,,,Grape,I0431,,,,,,11.78,,,,,,,,,219,inventory
,,,,,,,,2025-10-24,,,,F025,,,Cherry,I0432,,,,,,18.42,,,,,,,,,202,inventory
,,,,,,,,2025-10-24,,,,F012,,,Blueberry,I0433,,,,,,19.75,,,,,,,,,193,inventory
,,,,,,,,2025-10-24,,,,F028,,,Cherry,I0434,,,,,,18.41,,,,,,,,,221,inventory
,,,,,,,,2025-10-24,,,,F028,,,Strawberry,I0435,,,,,,10.48,,,,,,,,,292,inventory
,,,,,,,,2025-10-24,,,,F029,,,Mango,I0436,,,,,,14.72,,,,,,,,,180,inventory
,,,,,,,,2025-10-24,,,,F029,,,Apple,I0437,,,,,,4.12,,,,,,,,,142,inventory
,,,,,,,,2025-10-24,,,,F029,,,Orange,I0438,,,,,,4.43,,,,,,,,,293,inventory
,,,,,,,,2025-10-24,,,,F021,,,Strawberry,I0439,,,,,,9.31,,,,,,,,,85,inventory
,,,,,,,,2025-10-24,,,,F021,,,Cherry,I0440,,,,,,18.69,,,,,,,,,125,inventory
,,,,,,,,2025-10-24,,,,F030,,,Mango,I0441,,,,,,15.08,,,,,,,,,247,inventory
,,,,,,,,2025-10-24,,,,F013,,,Mango,I0442,,,,,,15.53,,,,,,,,,274,inventory
,,,,,,,,2025-10-24,,,,F013,,,Apple,I0443,,,,,,4.69,,,,,,,,,83,inventory
,,,,,,,,2025-10-24,,,,F013,,,Blueberry,I0444,,,,,,19.32,,,,,,,,,89,inventory
,,,,,,,,2025-10-24,,,,F026,,,Cherry,I0445,,,,,,17.88,,,,,,,,,234,inventory
,,,,,,,,2025-10-24,,,,F026,,,Mango,I0446,,,,,,14.73,,,,,,,,,155,inventory
,,,,,,,,2025-10-24,,,,F026,,,Strawberry,I0447,,,,,,9.48,,,,,,,,,234,inventory
,,,,,,,,2025-10-24,,,,F024,,,Mango,I0448,,,,,,15.5,,,,,,,,,242,inventory
,,,,,,,,2025-10-24,,,,F024,,,Blueberry,I0449,,,,,,19.47,,,,,,,,,164,inventory
,,,,,,,,2025-10-24,,,,F008,,,Blueberry,I0450,,,,,,20.62,,,,,,,,,297,inventory
,,,,,,,,2025-10-24,,,,F018,,,Cherry,I0451,,,,,,18.36,,,,,,,,,144,inventory
,,,,,,,,2025-10-24,,,,F018,,,Strawberry,I0452,,,,,,10.97,,,,,,,,,196,inventory
,,,,,,,,2025-10-24,,,,F022,,,Cherry,I0453,,,,,,17.76,,,,,,,,,249,inventory
,,,,,,,,2025-10-24,,,,F022,,,Blueberry,I0454,,,,,,19.84,,,,,,,,,185,inventory
,,,,,,,,2025-10-24,,,,F011,,,Cherry,I0455,,,,,,18.6,,,,,,,,,101,inventory
,,,,,,,,2025-10-24,,,,F004,,,Cherry,I0456,,,,,,17.1,,,,,,,,,114,inventory
,,,,,,,,2025-10-24,,,,F006,,,Cherry,I0457,,,,,,18.87,,,,,,,,,191,inventory
,,,,,,,,2025-10-24,,,,F006,,,Blueberry,I0458,,,,,,20.69,,,,,,,,,232,inventory
